title,publication_year,author1/author2,organisation
"Report on Post-Quantum Cryptography","2016","Lily Chen/Stephen Jordan/Yi-Kai Liu/Dustin Moody/Rene Peralta/Ray Perlner/Daniel Smith-Tone","NIST"
