title,publication_year,author1/author2,organisation
"A Review Paper on Network Security and Cryptography",2017,"Dr.Sandreep Tayal/Dr.Nipin Gupta/Dr.Pankaj Gupta/Deepak Goyal/Monika Goyal","India Publications"
